GPU_Key,CPU_Key,GameName,GameResolution,GameSetting,FPS,G3Dmark,cpuMark
provega64,73800x,destiny2,1080.0,max,119.9,12402.0,23275.0
provega64,73700x,destiny2,1080.0,max,118.2,12402.0,22716.0
provega64,53600x,destiny2,1080.0,max,117.7,12402.0,18285.0
provega64,53600,destiny2,1080.0,max,114.3,12402.0,17822.0
provega64,52600x,destiny2,1080.0,max,110.4,12402.0,14053.0
provega64,51600x,destiny2,1080.0,max,103.7,12402.0,12943.0
provega64,52600,destiny2,1080.0,max,102.5,12402.0,13195.0
provega64,71700x,destiny2,1080.0,max,99.2,12402.0,15496.0
rx590,93900x,destiny2,1080.0,max,104.2,9665.0,32751.0
rx590,73800x,destiny2,1080.0,max,103.2,9665.0,23275.0
rx590,73700x,destiny2,1080.0,max,101.7,9665.0,22716.0
rx590,53600x,destiny2,1080.0,max,101.3,9665.0,18285.0
rx590,53600,destiny2,1080.0,max,98.3,9665.0,17822.0
rx590,52600x,destiny2,1080.0,max,95.0,9665.0,14053.0
rx590,51600x,destiny2,1080.0,max,89.2,9665.0,12943.0
rx590,52600,destiny2,1080.0,max,88.2,9665.0,13195.0
rx590,71700x,destiny2,1080.0,max,85.3,9665.0,15496.0
rx580,93900x,destiny2,1080.0,max,74.6,8907.0,32751.0
rx580,73800x,destiny2,1080.0,max,73.9,8907.0,23275.0
rx580,73700x,destiny2,1080.0,max,72.9,8907.0,22716.0
rx580,53600x,destiny2,1080.0,max,72.5,8907.0,18285.0
rx580,53600,destiny2,1080.0,max,70.4,8907.0,17822.0
rx580,52600x,destiny2,1080.0,max,68.1,8907.0,14053.0
rx580,51600x,destiny2,1080.0,max,64.1,8907.0,12943.0
rx580,52600,destiny2,1080.0,max,63.2,8907.0,13195.0
rx580,71700x,destiny2,1080.0,max,61.3,8907.0,15496.0
rtx2080ti,93900x,leagueOfLegends,1080.0,med,341.4,21796.0,32751.0
rtx2080ti,73800x,leagueOfLegends,1080.0,med,338.2,21796.0,23275.0
rtx2080ti,73700x,leagueOfLegends,1080.0,med,333.4,21796.0,22716.0
rtx2080ti,53600x,leagueOfLegends,1080.0,med,331.8,21796.0,18285.0
rtx2080ti,53600,leagueOfLegends,1080.0,med,322.3,21796.0,17822.0
rtx2080ti,52600x,leagueOfLegends,1080.0,med,312.7,21796.0,14053.0
rtx2080ti,51600x,leagueOfLegends,1080.0,med,293.6,21796.0,12943.0
rtx2080ti,52600,leagueOfLegends,1080.0,med,290.4,21796.0,13195.0
rtx2080ti,71700x,leagueOfLegends,1080.0,med,280.8,21796.0,15496.0
rtx2080,93900x,leagueOfLegends,1080.0,med,316.1,18732.0,32751.0
rtx2080,73800x,leagueOfLegends,1080.0,med,313.2,18732.0,23275.0
rtx2080,73700x,leagueOfLegends,1080.0,med,308.7,18732.0,22716.0
rtx2080,53600x,leagueOfLegends,1080.0,med,307.2,18732.0,18285.0
rtx2080,53600,leagueOfLegends,1080.0,med,298.4,18732.0,17822.0
rtx2080,52600x,leagueOfLegends,1080.0,med,289.5,18732.0,14053.0
rtx2080,51600x,leagueOfLegends,1080.0,med,271.8,18732.0,12943.0
rtx2080,52600,leagueOfLegends,1080.0,med,268.8,18732.0,13195.0
rtx2080,71700x,leagueOfLegends,1080.0,med,260.0,18732.0,15496.0
gtx1080ti,93900x,leagueOfLegends,1080.0,med,310.1,18284.0,32751.0
gtx1080ti,73800x,leagueOfLegends,1080.0,med,307.2,18284.0,23275.0
gtx1080ti,73700x,leagueOfLegends,1080.0,med,302.9,18284.0,22716.0
gtx1080ti,53600x,leagueOfLegends,1080.0,med,301.4,18284.0,18285.0
gtx1080ti,53600,leagueOfLegends,1080.0,med,292.7,18284.0,17822.0
gtx1080ti,52600x,leagueOfLegends,1080.0,med,284.0,18284.0,14053.0
gtx1080ti,51600x,leagueOfLegends,1080.0,med,267.5,18284.0,12943.0
gtx1080ti,52600,leagueOfLegends,1080.0,med,263.8,18284.0,13195.0
gtx1080ti,71700x,leagueOfLegends,1080.0,med,256.6,18284.0,15496.0
gtxtitanx,93900x,leagueOfLegends,1080.0,med,308.6,13173.0,32751.0
gtxtitanx,73800x,leagueOfLegends,1080.0,med,305.7,13173.0,23275.0
gtxtitanx,73700x,leagueOfLegends,1080.0,med,301.4,13173.0,22716.0
gtxtitanx,53600x,leagueOfLegends,1080.0,med,299.9,13173.0,18285.0
gtxtitanx,53600,leagueOfLegends,1080.0,med,291.2,13173.0,17822.0
gtxtitanx,52600x,leagueOfLegends,1080.0,med,282.7,13173.0,14053.0
gtxtitanx,51600x,leagueOfLegends,1080.0,med,265.3,13173.0,12943.0
gtxtitanx,52600,leagueOfLegends,1080.0,med,262.4,13173.0,13195.0
gtxtitanx,71700x,leagueOfLegends,1080.0,med,253.9,13173.0,15496.0
rtx2070super,93900x,leagueOfLegends,1080.0,med,307.0,18168.0,32751.0
rtx2070super,73800x,leagueOfLegends,1080.0,med,304.1,18168.0,23275.0
rtx2070super,73700x,leagueOfLegends,1080.0,med,299.8,18168.0,22716.0
rtx2070super,53600x,leagueOfLegends,1080.0,med,298.4,18168.0,18285.0
rtx2070super,53600,leagueOfLegends,1080.0,med,289.8,18168.0,17822.0
rtx2070super,52600x,leagueOfLegends,1080.0,med,281.2,18168.0,14053.0
rtx2070super,51600x,leagueOfLegends,1080.0,med,264.0,18168.0,12943.0
rtx2070super,52600,leagueOfLegends,1080.0,med,261.1,18168.0,13195.0
rtx2070super,71700x,leagueOfLegends,1080.0,med,252.5,18168.0,15496.0
rtx2070,93900x,leagueOfLegends,1080.0,med,300.2,16079.0,32751.0
rtx2070,73800x,leagueOfLegends,1080.0,med,297.5,16079.0,23275.0
rtx2070,73700x,leagueOfLegends,1080.0,med,293.3,16079.0,22716.0
rtx2070,53600x,leagueOfLegends,1080.0,med,291.8,16079.0,18285.0
rtx2070,53600,leagueOfLegends,1080.0,med,283.4,16079.0,17822.0
rtx2070,52600x,leagueOfLegends,1080.0,med,275.0,16079.0,14053.0
rtx2070,51600x,leagueOfLegends,1080.0,med,258.2,16079.0,12943.0
rtx2070,52600,leagueOfLegends,1080.0,med,255.4,16079.0,13195.0
rtx2070,71700x,leagueOfLegends,1080.0,med,247.0,16079.0,15496.0
rtx2060super,93900x,leagueOfLegends,1080.0,med,293.1,16514.0,32751.0
rtx2060super,73800x,leagueOfLegends,1080.0,med,290.3,16514.0,23275.0
rtx2060super,73700x,leagueOfLegends,1080.0,med,286.3,16514.0,22716.0
rtx2060super,53600x,leagueOfLegends,1080.0,med,284.9,16514.0,18285.0
rtx2060super,53600,leagueOfLegends,1080.0,med,276.7,16514.0,17822.0
rtx2060super,52600x,leagueOfLegends,1080.0,med,268.5,16514.0,14053.0
rtx2060super,51600x,leagueOfLegends,1080.0,med,252.0,16514.0,12943.0
rtx2060super,52600,leagueOfLegends,1080.0,med,249.4,16514.0,13195.0
rtx2060super,71700x,leagueOfLegends,1080.0,med,241.0,16514.0,15496.0
rtx2060,93900x,leagueOfLegends,1080.0,med,287.3,13953.0,32751.0
rtx2060,73800x,leagueOfLegends,1080.0,med,284.6,13953.0,23275.0
rtx2060,73700x,leagueOfLegends,1080.0,med,280.6,13953.0,22716.0
rtx2060,53600x,leagueOfLegends,1080.0,med,279.2,13953.0,18285.0
rtx2060,53600,leagueOfLegends,1080.0,med,271.2,13953.0,17822.0
rtx2060,52600x,leagueOfLegends,1080.0,med,263.3,13953.0,14053.0
rtx2060,51600x,leagueOfLegends,1080.0,med,247.2,13953.0,12943.0
rtx2060,52600,leagueOfLegends,1080.0,med,244.5,13953.0,13195.0
rtx2060,71700x,leagueOfLegends,1080.0,med,236.4,13953.0,15496.0
gtx1070ti,93900x,leagueOfLegends,1080.0,med,283.4,14500.0,32751.0
gtx1070ti,73800x,leagueOfLegends,1080.0,med,280.7,14500.0,23275.0
gtx1070ti,73700x,leagueOfLegends,1080.0,med,276.7,14500.0,22716.0
gtx1070ti,53600x,leagueOfLegends,1080.0,med,275.4,14500.0,18285.0
gtx1070ti,53600,leagueOfLegends,1080.0,med,267.5,14500.0,17822.0
gtx1070ti,52600x,leagueOfLegends,1080.0,med,259.5,14500.0,14053.0
gtx1070ti,51600x,leagueOfLegends,1080.0,med,245.2,14500.0,12943.0
gtx1070ti,52600,leagueOfLegends,1080.0,med,241.1,14500.0,13195.0
gtx1070ti,71700x,leagueOfLegends,1080.0,med,233.7,14500.0,15496.0
gtx1660ti,93900x,leagueOfLegends,1080.0,med,268.5,11794.0,32751.0
gtx1660ti,73800x,leagueOfLegends,1080.0,med,266.0,11794.0,23275.0
gtx1660ti,73700x,leagueOfLegends,1080.0,med,262.3,11794.0,22716.0
gtx1660ti,53600x,leagueOfLegends,1080.0,med,260.9,11794.0,18285.0
gtx1660ti,53600,leagueOfLegends,1080.0,med,253.5,11794.0,17822.0
gtx1660ti,52600x,leagueOfLegends,1080.0,med,246.0,11794.0,14053.0
gtx1660ti,51600x,leagueOfLegends,1080.0,med,231.0,11794.0,12943.0
gtx1660ti,52600,leagueOfLegends,1080.0,med,228.4,11794.0,13195.0
gtx1660ti,71700x,leagueOfLegends,1080.0,med,220.8,11794.0,15496.0
gtx1660super,93900x,leagueOfLegends,1080.0,med,266.3,12732.0,32751.0
gtx1660super,73800x,leagueOfLegends,1080.0,med,263.7,12732.0,23275.0
gtx1660super,73700x,leagueOfLegends,1080.0,med,260.0,12732.0,22716.0
gtx1660super,53600x,leagueOfLegends,1080.0,med,258.8,12732.0,18285.0
gtx1660super,53600,leagueOfLegends,1080.0,med,251.3,12732.0,17822.0
gtx1660super,52600x,leagueOfLegends,1080.0,med,243.9,12732.0,14053.0
gtx1660super,51600x,leagueOfLegends,1080.0,med,228.9,12732.0,12943.0
gtx1660super,52600,leagueOfLegends,1080.0,med,226.5,12732.0,13195.0
gtx1660super,71700x,leagueOfLegends,1080.0,med,219.0,12732.0,15496.0
gtx980ti,93900x,leagueOfLegends,1080.0,med,266.3,13864.0,32751.0
gtx980ti,73800x,leagueOfLegends,1080.0,med,263.7,13864.0,23275.0
gtx980ti,73700x,leagueOfLegends,1080.0,med,260.0,13864.0,22716.0
gtx980ti,53600x,leagueOfLegends,1080.0,med,258.8,13864.0,18285.0
gtx980ti,53600,leagueOfLegends,1080.0,med,251.3,13864.0,17822.0
gtx980ti,52600x,leagueOfLegends,1080.0,med,243.9,13864.0,14053.0
gtx980ti,51600x,leagueOfLegends,1080.0,med,228.9,13864.0,12943.0
gtx980ti,52600,leagueOfLegends,1080.0,med,226.5,13864.0,13195.0
gtx980ti,71700x,leagueOfLegends,1080.0,med,219.0,13864.0,15496.0
gtx1660,93900x,leagueOfLegends,1080.0,med,261.6,11695.0,32751.0
gtx1660,73800x,leagueOfLegends,1080.0,med,259.2,11695.0,23275.0
gtx1660,73700x,leagueOfLegends,1080.0,med,255.6,11695.0,22716.0
gtx1660,53600x,leagueOfLegends,1080.0,med,254.3,11695.0,18285.0
gtx1660,53600,leagueOfLegends,1080.0,med,247.1,11695.0,17822.0
gtx1660,52600x,leagueOfLegends,1080.0,med,239.8,11695.0,14053.0
gtx1660,51600x,leagueOfLegends,1080.0,med,225.0,11695.0,12943.0
gtx1660,52600,leagueOfLegends,1080.0,med,222.6,11695.0,13195.0
gtx1660,71700x,leagueOfLegends,1080.0,med,215.2,11695.0,15496.0
gtx980,93900x,leagueOfLegends,1080.0,med,236.9,11237.0,32751.0
gtx980,73800x,leagueOfLegends,1080.0,med,234.6,11237.0,23275.0
gtx980,73700x,leagueOfLegends,1080.0,med,231.4,11237.0,22716.0
gtx980,53600x,leagueOfLegends,1080.0,med,230.3,11237.0,18285.0
gtx980,53600,leagueOfLegends,1080.0,med,223.6,11237.0,17822.0
gtx980,52600x,leagueOfLegends,1080.0,med,217.0,11237.0,14053.0
gtx980,51600x,leagueOfLegends,1080.0,med,203.7,11237.0,12943.0
gtx980,52600,leagueOfLegends,1080.0,med,201.5,11237.0,13195.0
gtx980,71700x,leagueOfLegends,1080.0,med,194.9,11237.0,15496.0
gtx10605gb,93900x,leagueOfLegends,1080.0,med,234.2,8704.0,32751.0
gtx10605gb,73800x,leagueOfLegends,1080.0,med,232.1,8704.0,23275.0
gtx10605gb,73700x,leagueOfLegends,1080.0,med,228.7,8704.0,22716.0
gtx10605gb,53600x,leagueOfLegends,1080.0,med,227.7,8704.0,18285.0
gtx10605gb,53600,leagueOfLegends,1080.0,med,221.0,8704.0,17822.0
gtx10605gb,52600x,leagueOfLegends,1080.0,med,214.5,8704.0,14053.0
gtx10605gb,51600x,leagueOfLegends,1080.0,med,201.2,8704.0,12943.0
gtx10605gb,52600,leagueOfLegends,1080.0,med,199.2,8704.0,13195.0
gtx10605gb,71700x,leagueOfLegends,1080.0,med,193.0,8704.0,15496.0
gtx970,93900x,leagueOfLegends,1080.0,med,226.0,9688.0,32751.0
gtx970,73800x,leagueOfLegends,1080.0,med,224.0,9688.0,23275.0
gtx970,73700x,leagueOfLegends,1080.0,med,220.8,9688.0,22716.0
gtx970,53600x,leagueOfLegends,1080.0,med,219.7,9688.0,18285.0
gtx970,53600,leagueOfLegends,1080.0,med,213.4,9688.0,17822.0
gtx970,52600x,leagueOfLegends,1080.0,med,207.1,9688.0,14053.0
gtx970,51600x,leagueOfLegends,1080.0,med,194.5,9688.0,12943.0
gtx970,52600,leagueOfLegends,1080.0,med,192.3,9688.0,13195.0
gtx970,71700x,leagueOfLegends,1080.0,med,186.0,9688.0,15496.0
gtx1050ti,93900x,leagueOfLegends,1080.0,med,181.2,6314.0,32751.0
gtx1050ti,73800x,leagueOfLegends,1080.0,med,179.5,6314.0,23275.0
gtx1050ti,73700x,leagueOfLegends,1080.0,med,176.9,6314.0,22716.0
gtx1050ti,53600x,leagueOfLegends,1080.0,med,176.0,6314.0,18285.0
gtx1050ti,53600,leagueOfLegends,1080.0,med,171.0,6314.0,17822.0
gtx1050ti,52600x,leagueOfLegends,1080.0,med,166.0,6314.0,14053.0
gtx1050ti,51600x,leagueOfLegends,1080.0,med,156.8,6314.0,12943.0
gtx1050ti,52600,leagueOfLegends,1080.0,med,154.1,6314.0,13195.0
gtx1050ti,71700x,leagueOfLegends,1080.0,med,149.8,6314.0,15496.0
rx5700xt,93900x,leagueOfLegends,1080.0,med,294.9,16892.0,32751.0
rx5700xt,73800x,leagueOfLegends,1080.0,med,292.2,16892.0,23275.0
rx5700xt,73700x,leagueOfLegends,1080.0,med,288.0,16892.0,22716.0
rx5700xt,53600x,leagueOfLegends,1080.0,med,286.7,16892.0,18285.0
rx5700xt,53600,leagueOfLegends,1080.0,med,278.4,16892.0,17822.0
rx5700xt,52600x,leagueOfLegends,1080.0,med,270.1,16892.0,14053.0
rx5700xt,51600x,leagueOfLegends,1080.0,med,253.6,16892.0,12943.0
rx5700xt,52600,leagueOfLegends,1080.0,med,250.9,16892.0,13195.0
rx5700xt,71700x,leagueOfLegends,1080.0,med,242.6,16892.0,15496.0
rx5700,93900x,leagueOfLegends,1080.0,med,289.3,14729.0,32751.0
rx5700,73800x,leagueOfLegends,1080.0,med,286.6,14729.0,23275.0
rx5700,73700x,leagueOfLegends,1080.0,med,282.5,14729.0,22716.0
rx5700,53600x,leagueOfLegends,1080.0,med,281.1,14729.0,18285.0
rx5700,53600,leagueOfLegends,1080.0,med,273.1,14729.0,17822.0
rx5700,52600x,leagueOfLegends,1080.0,med,265.0,14729.0,14053.0
rx5700,51600x,leagueOfLegends,1080.0,med,248.8,14729.0,12943.0
rx5700,52600,leagueOfLegends,1080.0,med,246.1,14729.0,13195.0
rx5700,71700x,leagueOfLegends,1080.0,med,238.0,14729.0,15496.0
provega64,93900x,leagueOfLegends,1080.0,med,285.4,12402.0,32751.0
provega64,73800x,leagueOfLegends,1080.0,med,282.7,12402.0,23275.0
provega64,73700x,leagueOfLegends,1080.0,med,278.8,12402.0,22716.0
provega64,53600x,leagueOfLegends,1080.0,med,277.3,12402.0,18285.0
provega64,53600,leagueOfLegends,1080.0,med,269.4,12402.0,17822.0
provega64,52600x,leagueOfLegends,1080.0,med,261.4,12402.0,14053.0
provega64,51600x,leagueOfLegends,1080.0,med,245.4,12402.0,12943.0
provega64,52600,leagueOfLegends,1080.0,med,242.8,12402.0,13195.0
provega64,71700x,leagueOfLegends,1080.0,med,234.7,12402.0,15496.0
rx590,93900x,leagueOfLegends,1080.0,med,259.3,9665.0,32751.0
rx590,73800x,leagueOfLegends,1080.0,med,257.0,9665.0,23275.0
rx590,73700x,leagueOfLegends,1080.0,med,253.3,9665.0,22716.0
rx590,53600x,leagueOfLegends,1080.0,med,252.1,9665.0,18285.0
rx590,53600,leagueOfLegends,1080.0,med,244.8,9665.0,17822.0
rx590,52600x,leagueOfLegends,1080.0,med,237.6,9665.0,14053.0
rx590,51600x,leagueOfLegends,1080.0,med,223.1,9665.0,12943.0
rx590,52600,leagueOfLegends,1080.0,med,220.6,9665.0,13195.0
rx590,71700x,leagueOfLegends,1080.0,med,213.3,9665.0,15496.0
rx580,93900x,leagueOfLegends,1080.0,med,203.0,8907.0,32751.0
rx580,73800x,leagueOfLegends,1080.0,med,201.1,8907.0,23275.0
rx580,73700x,leagueOfLegends,1080.0,med,198.3,8907.0,22716.0
rx580,53600x,leagueOfLegends,1080.0,med,197.3,8907.0,18285.0
rx580,53600,leagueOfLegends,1080.0,med,191.6,8907.0,17822.0
rx580,52600x,leagueOfLegends,1080.0,med,186.0,8907.0,14053.0
rx580,51600x,leagueOfLegends,1080.0,med,175.8,8907.0,12943.0
rx580,52600,leagueOfLegends,1080.0,med,172.7,8907.0,13195.0
rx580,71700x,leagueOfLegends,1080.0,med,167.0,8907.0,15496.0
rtx2080ti,93900x,overwatch,1080.0,max,236.6,21796.0,32751.0
rtx2080ti,73800x,overwatch,1080.0,max,234.3,21796.0,23275.0
rtx2080ti,73700x,overwatch,1080.0,max,231.0,21796.0,22716.0
rtx2080ti,53600x,overwatch,1080.0,max,229.9,21796.0,18285.0
rtx2080ti,53600,overwatch,1080.0,max,223.3,21796.0,17822.0
rtx2080ti,52600x,overwatch,1080.0,max,215.8,21796.0,14053.0
rtx2080ti,51600x,overwatch,1080.0,max,202.6,21796.0,12943.0
rtx2080ti,52600,overwatch,1080.0,max,200.4,21796.0,13195.0
rtx2080ti,71700x,overwatch,1080.0,max,193.8,21796.0,15496.0
rtx2080,93900x,overwatch,1080.0,max,192.2,18732.0,32751.0
rtx2080,73800x,overwatch,1080.0,max,190.4,18732.0,23275.0
rtx2080,73700x,overwatch,1080.0,max,187.7,18732.0,22716.0
rtx2080,53600x,overwatch,1080.0,max,186.8,18732.0,18285.0
rtx2080,53600,overwatch,1080.0,max,181.4,18732.0,17822.0
rtx2080,52600x,overwatch,1080.0,max,175.4,18732.0,14053.0
rtx2080,51600x,overwatch,1080.0,max,164.6,18732.0,12943.0
rtx2080,52600,overwatch,1080.0,max,162.8,18732.0,13195.0
rtx2080,71700x,overwatch,1080.0,max,157.5,18732.0,15496.0
gtx1080ti,93900x,overwatch,1080.0,max,184.8,18284.0,32751.0
gtx1080ti,73800x,overwatch,1080.0,max,183.1,18284.0,23275.0
gtx1080ti,73700x,overwatch,1080.0,max,180.5,18284.0,22716.0
gtx1080ti,53600x,overwatch,1080.0,max,179.6,18284.0,18285.0
gtx1080ti,53600,overwatch,1080.0,max,174.4,18284.0,17822.0
gtx1080ti,52600x,overwatch,1080.0,max,168.6,18284.0,14053.0
gtx1080ti,51600x,overwatch,1080.0,max,158.5,18284.0,12943.0
gtx1080ti,52600,overwatch,1080.0,max,156.6,18284.0,13195.0
gtx1080ti,71700x,overwatch,1080.0,max,152.6,18284.0,15496.0
gtxtitanx,93900x,overwatch,1080.0,max,183.0,13173.0,32751.0
gtxtitanx,73800x,overwatch,1080.0,max,181.3,13173.0,23275.0
gtxtitanx,73700x,overwatch,1080.0,max,178.7,13173.0,22716.0
gtxtitanx,53600x,overwatch,1080.0,max,177.8,13173.0,18285.0
gtxtitanx,53600,overwatch,1080.0,max,172.7,13173.0,17822.0
gtxtitanx,52600x,overwatch,1080.0,max,166.9,13173.0,14053.0
gtxtitanx,51600x,overwatch,1080.0,max,156.7,13173.0,12943.0
gtxtitanx,52600,overwatch,1080.0,max,155.0,13173.0,13195.0
gtxtitanx,71700x,overwatch,1080.0,max,149.9,13173.0,15496.0
rtx2070super,93900x,overwatch,1080.0,max,181.1,18168.0,32751.0
rtx2070super,73800x,overwatch,1080.0,max,179.4,18168.0,23275.0
rtx2070super,73700x,overwatch,1080.0,max,176.9,18168.0,22716.0
rtx2070super,53600x,overwatch,1080.0,max,176.0,18168.0,18285.0
rtx2070super,53600,overwatch,1080.0,max,171.0,18168.0,17822.0
rtx2070super,52600x,overwatch,1080.0,max,165.3,18168.0,14053.0
rtx2070super,51600x,overwatch,1080.0,max,155.1,18168.0,12943.0
rtx2070super,52600,overwatch,1080.0,max,153.5,18168.0,13195.0
rtx2070super,71700x,overwatch,1080.0,max,148.4,18168.0,15496.0
rtx2070,93900x,overwatch,1080.0,max,173.7,16079.0,32751.0
rtx2070,73800x,overwatch,1080.0,max,172.1,16079.0,23275.0
rtx2070,73700x,overwatch,1080.0,max,169.7,16079.0,22716.0
rtx2070,53600x,overwatch,1080.0,max,168.9,16079.0,18285.0
rtx2070,53600,overwatch,1080.0,max,164.0,16079.0,17822.0
rtx2070,52600x,overwatch,1080.0,max,158.5,16079.0,14053.0
rtx2070,51600x,overwatch,1080.0,max,148.8,16079.0,12943.0
rtx2070,52600,overwatch,1080.0,max,147.2,16079.0,13195.0
rtx2070,71700x,overwatch,1080.0,max,142.3,16079.0,15496.0
rtx2060super,93900x,overwatch,1080.0,max,166.3,16514.0,32751.0
rtx2060super,73800x,overwatch,1080.0,max,164.8,16514.0,23275.0
rtx2060super,73700x,overwatch,1080.0,max,162.4,16514.0,22716.0
rtx2060super,53600x,overwatch,1080.0,max,161.7,16514.0,18285.0
rtx2060super,53600,overwatch,1080.0,max,157.0,16514.0,17822.0
rtx2060super,52600x,overwatch,1080.0,max,151.8,16514.0,14053.0
rtx2060super,51600x,overwatch,1080.0,max,142.5,16514.0,12943.0
rtx2060super,52600,overwatch,1080.0,max,140.9,16514.0,13195.0
rtx2060super,71700x,overwatch,1080.0,max,136.3,16514.0,15496.0
rtx2060,93900x,overwatch,1080.0,max,160.8,13953.0,32751.0
rtx2060,73800x,overwatch,1080.0,max,159.3,13953.0,23275.0
rtx2060,73700x,overwatch,1080.0,max,157.0,13953.0,22716.0
rtx2060,53600x,overwatch,1080.0,max,156.3,13953.0,18285.0
rtx2060,53600,overwatch,1080.0,max,151.8,13953.0,17822.0
rtx2060,52600x,overwatch,1080.0,max,146.7,13953.0,14053.0
rtx2060,51600x,overwatch,1080.0,max,137.7,13953.0,12943.0
rtx2060,52600,overwatch,1080.0,max,136.2,13953.0,13195.0
rtx2060,71700x,overwatch,1080.0,max,131.7,13953.0,15496.0
gtx1070ti,93900x,overwatch,1080.0,max,157.1,14500.0,32751.0
gtx1070ti,73800x,overwatch,1080.0,max,155.6,14500.0,23275.0
gtx1070ti,73700x,overwatch,1080.0,max,153.4,14500.0,22716.0
gtx1070ti,53600x,overwatch,1080.0,max,152.7,14500.0,18285.0
gtx1070ti,53600,overwatch,1080.0,max,148.3,14500.0,17822.0
gtx1070ti,52600x,overwatch,1080.0,max,143.3,14500.0,14053.0
gtx1070ti,51600x,overwatch,1080.0,max,135.4,14500.0,12943.0
gtx1070ti,52600,overwatch,1080.0,max,133.1,14500.0,13195.0
gtx1070ti,71700x,overwatch,1080.0,max,129.9,14500.0,15496.0
gtx1660ti,93900x,overwatch,1080.0,max,144.2,11794.0,32751.0
gtx1660ti,73800x,overwatch,1080.0,max,142.8,11794.0,23275.0
gtx1660ti,73700x,overwatch,1080.0,max,140.8,11794.0,22716.0
gtx1660ti,53600x,overwatch,1080.0,max,140.1,11794.0,18285.0
gtx1660ti,53600,overwatch,1080.0,max,136.1,11794.0,17822.0
gtx1660ti,52600x,overwatch,1080.0,max,131.5,11794.0,14053.0
gtx1660ti,51600x,overwatch,1080.0,max,123.5,11794.0,12943.0
gtx1660ti,52600,overwatch,1080.0,max,122.1,11794.0,13195.0
gtx1660ti,71700x,overwatch,1080.0,max,118.1,11794.0,15496.0
gtx1660super,93900x,overwatch,1080.0,max,142.3,12732.0,32751.0
gtx1660super,73800x,overwatch,1080.0,max,141.0,12732.0,23275.0
gtx1660super,73700x,overwatch,1080.0,max,139.0,12732.0,22716.0
gtx1660super,53600x,overwatch,1080.0,max,138.3,12732.0,18285.0
gtx1660super,53600,overwatch,1080.0,max,134.3,12732.0,17822.0
gtx1660super,52600x,overwatch,1080.0,max,129.8,12732.0,14053.0
gtx1660super,51600x,overwatch,1080.0,max,121.9,12732.0,12943.0
gtx1660super,52600,overwatch,1080.0,max,120.6,12732.0,13195.0
gtx1660super,71700x,overwatch,1080.0,max,116.6,12732.0,15496.0
gtx980ti,93900x,overwatch,1080.0,max,142.3,13864.0,32751.0
gtx980ti,73800x,overwatch,1080.0,max,141.0,13864.0,23275.0
gtx980ti,73700x,overwatch,1080.0,max,139.0,13864.0,22716.0
gtx980ti,53600x,overwatch,1080.0,max,138.3,13864.0,18285.0
gtx980ti,53600,overwatch,1080.0,max,134.3,13864.0,17822.0
gtx980ti,52600x,overwatch,1080.0,max,129.8,13864.0,14053.0
gtx980ti,51600x,overwatch,1080.0,max,121.9,13864.0,12943.0
gtx980ti,52600,overwatch,1080.0,max,120.6,13864.0,13195.0
gtx980ti,71700x,overwatch,1080.0,max,116.6,13864.0,15496.0
gtx1660,93900x,overwatch,1080.0,max,138.6,11695.0,32751.0
gtx1660,73800x,overwatch,1080.0,max,137.3,11695.0,23275.0
gtx1660,73700x,overwatch,1080.0,max,135.4,11695.0,22716.0
gtx1660,53600x,overwatch,1080.0,max,134.7,11695.0,18285.0
gtx1660,53600,overwatch,1080.0,max,130.8,11695.0,17822.0
gtx1660,52600x,overwatch,1080.0,max,126.5,11695.0,14053.0
gtx1660,51600x,overwatch,1080.0,max,118.7,11695.0,12943.0
gtx1660,52600,overwatch,1080.0,max,117.4,11695.0,13195.0
gtx1660,71700x,overwatch,1080.0,max,113.6,11695.0,15496.0
gtx980,93900x,overwatch,1080.0,max,120.1,11237.0,32751.0
gtx980,73800x,overwatch,1080.0,max,119.0,11237.0,23275.0
gtx980,73700x,overwatch,1080.0,max,117.3,11237.0,22716.0
gtx980,53600x,overwatch,1080.0,max,116.8,11237.0,18285.0
gtx980,53600,overwatch,1080.0,max,113.4,11237.0,17822.0
gtx980,52600x,overwatch,1080.0,max,109.6,11237.0,14053.0
gtx980,51600x,overwatch,1080.0,max,102.9,11237.0,12943.0
gtx980,52600,overwatch,1080.0,max,101.8,11237.0,13195.0
gtx980,71700x,overwatch,1080.0,max,98.4,11237.0,15496.0
gtx10605gb,93900x,overwatch,1080.0,max,118.3,8704.0,32751.0
gtx10605gb,73800x,overwatch,1080.0,max,117.2,8704.0,23275.0
gtx10605gb,73700x,overwatch,1080.0,max,115.5,8704.0,22716.0
gtx10605gb,53600x,overwatch,1080.0,max,115.0,8704.0,18285.0
gtx10605gb,53600,overwatch,1080.0,max,111.6,8704.0,17822.0
gtx10605gb,52600x,overwatch,1080.0,max,107.9,8704.0,14053.0
gtx10605gb,51600x,overwatch,1080.0,max,101.9,8704.0,12943.0
gtx10605gb,52600,overwatch,1080.0,max,100.2,8704.0,13195.0
gtx10605gb,71700x,overwatch,1080.0,max,97.7,8704.0,15496.0
gtx970,93900x,overwatch,1080.0,max,112.7,9688.0,32751.0
gtx970,73800x,overwatch,1080.0,max,111.7,9688.0,23275.0
gtx970,73700x,overwatch,1080.0,max,110.1,9688.0,22716.0
gtx970,53600x,overwatch,1080.0,max,109.6,9688.0,18285.0
